number,value,datetime_start,datetime_complete,duration,params_balancing,params_drop_correlated,params_feature_selection,params_leaf_size,params_n_jobs,params_n_neighbors,params_number_features,params_outlier,params_p,params_scaling,params_weights,user_attrs_Pipeline,user_attrs_balancing_indicator,user_attrs_cluster_indicator,user_attrs_damping,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_missing_indicator,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_average_precision_score,user_attrs_train_balanced_accuracy,user_attrs_train_f1_score,user_attrs_train_matthews_corrcoef,user_attrs_train_precision_score,user_attrs_train_recall_score,user_attrs_val_average_precision_score,user_attrs_val_balanced_accuracy,user_attrs_val_f1_score,user_attrs_val_matthews_corrcoef,user_attrs_val_precision_score,user_attrs_val_recall_score,state
9,0.0,2022-10-09 14:09:39.175056,2022-10-09 14:09:57.480122,0 days 00:00:18.305066,no,yes,BorutaShap,41,2,7,,capped,3,Combine,uniform,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='BorutaShap',
                                             model=KNeighborsClassifier(leaf_size=41,
                                                                        n_jobs=2,
                                                                        n_neighbors=7,
                                                                        p=3),
                                             scaling_indicator='yes'))])",no,no,,yes,BorutaShap,no,,capped,Combine,0.04334828101644245,0.5,0.0,0.0,0.0,0.0,0.04334828101644245,0.5,0.0,0.0,0.0,0.0,COMPLETE
10,0.0,2022-10-09 14:09:57.680739,2022-10-09 14:10:03.893045,0 days 00:00:06.212306,smotetomek,yes,FeatureImportance_ET,11,2,5,2.0,capped,1,Combine,distance,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='FeatureImportance_ET',
                                             model=KNeighborsClassifier(leaf_size=11,
                                                                        n_jobs=2,
                                                                        p=1,
                                                                        weights='distance'),
                                             number=2,
                                             scaling_indicator='yes'))])",smotetomek,no,,yes,FeatureImportance_ET,no,2.0,capped,Combine,0.04334828101644245,0.5,0.0,0.0,0.0,0.0,0.04334828101644245,0.5,0.0,0.0,0.0,0.0,COMPLETE
11,0.08526889776889778,2022-10-09 14:10:04.139671,2022-10-09 14:10:17.540756,0 days 00:00:13.401085,smotetomek,no,Lasso,17,2,9,29.0,capped,4,Standard,distance,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='Lasso',
                                             model=KNeighborsClassifier(leaf_size=17,
                                                                        n_jobs=2,
                                                                        n_neighbors=9,
                                                                        p=4,
                                                                        weights='distance'),
                                             number=29,
                                             scaling_indicator='yes'))])",smotetomek,no,,no,Lasso,no,29.0,capped,Standard,0.9833333333333334,0.9996096799375488,0.9914529914529915,0.9911791515564418,0.9833333333333334,1.0,0.04741213303812075,0.5267729951881591,0.08526889776889778,0.020488638014409494,0.04760591169001991,0.4222222222222222,COMPLETE
12,0.07249116385122999,2022-10-09 14:10:17.758582,2022-10-09 14:10:45.347681,0 days 00:00:27.589099,smoteenn,yes,BorutaShap,27,2,9,,capped,1,Combine,distance,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='BorutaShap',
                                             model=KNeighborsClassifier(leaf_size=27,
                                                                        n_jobs=2,
                                                                        n_neighbors=9,
                                                                        p=1,
                                                                        weights='distance'),
                                             scaling_indicator='yes'))])",smoteenn,no,,yes,BorutaShap,no,,capped,Combine,0.23096961861667745,0.9215016877219603,0.373109243697479,0.43995662995919466,0.23096961861667745,1.0,0.04196114550050393,0.4790631292079232,0.07249116385122999,-0.01765919934539041,0.039426621243312504,0.4518518518518519,COMPLETE
13,0.09722222222222221,2022-10-09 14:10:45.524511,2022-10-09 14:10:48.180160,0 days 00:00:02.655649,smotetomek,no,FeatureImportance_ET,25,2,9,13.0,capped,1,Combine,uniform,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=KNeighborsClassifier(leaf_size=25,
                                                                        n_jobs=2,
                                                                        n_neighbors=9,
                                                                        p=1),
                                             number=13,
                                             scaling_indicator='yes'))])",smotetomek,no,,no,FeatureImportance_ET,no,13.0,capped,Combine,0.12466786288476162,0.662761435837728,0.2619794936179117,0.24409359022789134,0.21901709401709402,0.3763157894736842,0.053334241129132924,0.5360183600739084,0.09722222222222221,0.05117082881662652,0.07660455486542443,0.14074074074074075,COMPLETE
14,0.0,2022-10-09 14:10:48.368757,2022-10-09 14:10:51.182956,0 days 00:00:02.814199,smotetomek,no,FeatureImportance_ET,23,2,9,4.0,capped,1,Combine,uniform,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=KNeighborsClassifier(leaf_size=23,
                                                                        n_jobs=2,
                                                                        n_neighbors=9,
                                                                        p=1),
                                             number=4,
                                             scaling_indicator='yes'))])",smotetomek,no,,no,FeatureImportance_ET,no,4.0,capped,Combine,0.04334828101644245,0.5,0.0,0.0,0.0,0.0,0.04334828101644245,0.5,0.0,0.0,0.0,0.0,COMPLETE
15,0.0,2022-10-09 14:10:51.408758,2022-10-09 14:10:57.697644,0 days 00:00:06.288886,no,yes,MutualInformation,14,2,9,22.0,capped,2,Combine,distance,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='MutualInformation',
                                             model=KNeighborsClassifier(leaf_size=14,
                                                                        n_jobs=2,
                                                                        n_neighbors=9,
                                                                        weights='distance'),
                                             number=22,
                                             scaling_indicator='yes'))])",no,no,,yes,MutualInformation,no,22.0,capped,Combine,1.0,1.0,1.0,1.0,1.0,1.0,0.04334828101644245,0.5,0.0,0.0,0.0,0.0,COMPLETE
16,0.09675213675213674,2022-10-09 14:10:57.902793,2022-10-09 14:11:03.704450,0 days 00:00:05.801657,smoteenc,yes,ANOVA,40,2,3,10.0,capped,1,Combine,uniform,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='ANOVA',
                                             model=KNeighborsClassifier(leaf_size=40,
                                                                        n_jobs=2,
                                                                        n_neighbors=3,
                                                                        p=1),
                                             number=10,
                                             scaling_indicator='yes'))])",smoteenc,no,,yes,ANOVA,no,10.0,capped,Combine,0.20369628253123276,0.7200933479315159,0.40964199115675354,0.3861877421982025,0.3683830789093947,0.4815789473684211,0.04843402258761004,0.5310146792837328,0.09675213675213674,0.046217239190160055,0.075,0.13703703703703704,COMPLETE
17,0.08529741863075195,2022-10-09 14:11:03.890500,2022-10-09 14:11:07.000157,0 days 00:00:03.109657,smotetomek,no,FeatureImportance_ET,45,2,9,12.0,capped,1,Combine,distance,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=KNeighborsClassifier(leaf_size=45,
                                                                        n_jobs=2,
                                                                        n_neighbors=9,
                                                                        p=1,
                                                                        weights='distance'),
                                             number=12,
                                             scaling_indicator='yes'))])",smotetomek,no,,no,FeatureImportance_ET,no,12.0,capped,Combine,0.6808669656203289,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.05203270036354241,0.5307872503278585,0.08529741863075195,0.05441956959778816,0.07407407407407407,0.1037037037037037,COMPLETE
18,0.06280830280830281,2022-10-09 14:11:07.186937,2022-10-09 14:11:09.382898,0 days 00:00:02.195961,smotetomek,no,ANOVA,23,2,9,17.0,capped,1,MinMax,distance,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='ANOVA',
                                             model=KNeighborsClassifier(leaf_size=23,
                                                                        n_jobs=2,
                                                                        n_neighbors=9,
                                                                        p=1,
                                                                        weights='distance'),
                                             number=17,
                                             scaling_indicator='yes'))])",smotetomek,no,,no,ANOVA,no,17.0,capped,MinMax,1.0,1.0,1.0,1.0,1.0,1.0,0.04366012501778699,0.4995175971021699,0.06280830280830281,0.0018202276890356267,0.04653698791629826,0.1037037037037037,COMPLETE
19,0.07761503863452889,2022-10-09 14:11:09.576937,2022-10-09 14:11:15.652465,0 days 00:00:06.075528,smoteenc,yes,FeatureImportance_ET,27,2,7,9.0,capped,1,Combine,distance,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='FeatureImportance_ET',
                                             model=KNeighborsClassifier(leaf_size=27,
                                                                        n_jobs=2,
                                                                        n_neighbors=7,
                                                                        p=1,
                                                                        weights='distance'),
                                             number=9,
                                             scaling_indicator='yes'))])",smoteenc,no,,yes,FeatureImportance_ET,no,9.0,capped,Combine,0.9832035245063331,0.9912280701754387,0.990990990990991,0.9907302652658289,1.0,0.9824561403508771,0.045347198027455286,0.51590564501582,0.07761503863452889,0.02535509844600292,0.06218671679197995,0.1037037037037037,COMPLETE
